,Unnamed: 0,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
55,55,서울 송파구 00동,330, 35 개, 21 개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0,42,22000,470,116,2.3,2.8,4.1,14988,14988,14988,1396,1249,1029,9720,7956,5316,810,663,443,44,36,24
56,56,서울 서초구 이수역,130평 , 43 개,  개,00 대, 만원,650,0,3억5천,-선택사항- ,-선택사항-     ,0,35000,43,650,0,45,35000,650,143,2.8,3.4,5.2,19728,19728,19728,1838,1644,1354,12540,10212,6732,1045,851,561,35,29,19
57,57,서울 강남구 00동,460, 48 개, 48 개,00 대,1억2천 만원,790,50,4억2천,-선택사항- ,-선택사항-     ,12000,42000,48,790,50,48,42000,840,160,2.9,3.7,5.7,23496,23496,23496,2188,1958,1612,14256,11496,7344,1188,958,612,33,27,17
58,58,서울 송파구 00동,313, 30 개, 30 개,00 대,5천 만원,370,30,3억2천,-선택사항- ,-선택사항-     ,5000,32000,30,370,30,42,32000,400,100,3.8,4.7,7,12852,12852,12852,1197,1071,882,8364,6852,4584,697,571,382,26,21,14
59,59,서울 성동구 00동,376, 42 개, 42 개,00 대,4천 만원,470,60,3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,470,60,38,32000,530,140,3.2,3.9,6,16272,16272,16272,1516,1356,1117,10152,8232,5364,846,686,447,31,25,16
60,60,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
61,61,서울 구로구 00동,462, 41 개, 41 개,00 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30,36,41000,450,136,4.2,5.1,7.6,15048,15048,15048,1402,1254,1033,9792,8016,5364,816,668,447,23,19,13
62,62,서울 송파구 00동,330, 35 개, 21 개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0,42,22000,470,116,2.3,2.8,4.1,14988,14988,14988,1396,1249,1029,9720,7956,5316,810,663,443,44,36,24
63,63,서울 송파구 00동,330, 35 개, 21 개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0,42,22000,470,116,2.3,2.8,4.1,14988,14988,14988,1396,1249,1029,9720,7956,5316,810,663,443,44,36,24
64,64,서울 송파구 00동,330, 35 개, 21 개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0,42,22000,470,116,2.3,2.8,4.1,14988,14988,14988,1396,1249,1029,9720,7956,5316,810,663,443,44,36,24
65,65,서울 송파구 00동,330, 35 개, 21 개,00 대,5000 만원,470,0,2억2천,-선택사항- ,-선택사항-     ,5000,22000,35,470,0,42,22000,470,116,2.3,2.8,4.1,14988,14988,14988,1396,1249,1029,9720,7956,5316,810,663,443,44,36,24
66,66,서울 강남구 양재동,398, 35 개, 35 개,3 대,5000 만원,700,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,700,0,48,28000,700,116,3,3.8,6.5,17136,17136,17136,1596,1428,1176,9360,7344,4320,780,612,360,33,26,15
67,67,서울 서대문구 00동,. , ☎ 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 신촌역,-선택사항-     ,0,48000,0,0,0,39,48000,0,100,4,4.5,5.6,11928,11928,11928,1111,994,819,12132,10728,8628,1011,894,719,25,22,17
68,68,서울 관악구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,1억9천,2호선 구로디지털역,-선택사항-     ,0,19000,39,0,0,33,19000,0,130,1.4,1.6,2.1,13116,13116,13116,1222,1093,900,13104,11556,9240,1092,963,770,68,60,48
69,69,서울 서대문구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,9천,2호선 신촌역,-선택사항-     ,0,9000,35,0,0,39,9000,0,116,0.6,0.7,0.9,13920,13920,13920,1296,1160,955,14160,12528,10068,1180,1044,839,157,139,111
70,70,서울 강남구 00동,. , 36 개, . 개,. 대,. 만원, . , . ,3억2천,2호선 역삼역,-선택사항-     ,0,32000,36,0,0,48,32000,0,120,1.8,2,2.4,17616,17616,17616,1641,1468,1209,18252,16176,13068,1521,1348,1089,57,50,40
71,71,서울 동작구 00동,. , 30 개, . 개,. 대,. 만원, . , . ,3억1천,9호선 노량진역,-선택사항-     ,0,31000,30,0,0,38,31000,0,100,2.6,3,3.7,11628,11628,11628,1083,969,798,11796,10428,8376,983,869,698,38,33,27
72,72,서울 광진구 중곡동,187, 42 개, 4 개,3 대,4000 만원,250, 없음 ,8000,-선택사항- ,-선택사항-     ,4000,8000,42,250,0,39,8000,250,140,0.6,0.7,0.9,16704,16704,16704,1556,1392,1146,13992,12024,9072,1166,1002,756,174,150,113
73,73,서울 강서구 공항동,220, 31 개,  개,1 대,5000 만원,160,0,7천만,5호선 송정역,-선택사항-     ,5000,7000,31,160,0,34,7000,160,103,0.8,0.9,1.2,10740,10740,10740,1001,895,737,8856,7584,5688,738,632,474,126,108,81
74,74,서울 동대문구 이문동,489, 36 개, 37 개,4 대,7000 만원,25000, 없슴 ,25000,-선택사항- ,-선택사항-     ,7000,25000,36,25000,0,37,25000,25000,120,-0.1,-0.1,-0.1,13584,13584,13584,1265,1132,932,-286260,-287856,-290256,-23855,-23988,-24188,-1145,-1151,-1161
75,75,서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0,38,27000,580,116,4,5.2,9.6,13560,13560,13560,1263,1130,930,6804,5208,2808,567,434,234,25,19,10
76,76,서울 구로구 00동,340, 40 개, 24 개,1 대,4000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0,36,17000,360,133,1.6,1.9,2.8,14688,14688,14688,1368,1224,1007,10500,8772,6168,875,731,514,61,51,36
77,77,서울 성북구 월곡동,264.4, 42 개, 2 개,2 대,4000 만원,200, 없슴 ,9000,-선택사항- ,-선택사항-     ,4000,9000,42,200,0,37,9000,200,140,0.7,0.8,1,15840,15840,15840,1476,1320,1087,13632,11760,8964,1136,980,747,151,130,99
78,78,서울 용산구 00동,561, 50 개,  개,1 대,500 만원,700,0,1억4천만,4호선 숙대입구역,서울 숙명여자대학교    ,500,14000,50,700,0,37,14000,700,166,1.3,1.7,2.7,18864,18864,18864,1757,1572,1295,10692,8472,5148,891,706,429,76,60,36
79,79,서울 금천구 00동,380,  개,  개,00 대,5000 만원,400,0,17000,-선택사항- ,-선택사항-     ,5000,17000,0,400,0,38,17000,400,100,2.4,3,4.8,11628,11628,11628,1083,969,798,6996,5628,3576,583,469,298,41,33,21
80,80,서울 노원구 00동,410, 40 개,  개,00 대,3000 만원,400,0,18000,-선택사항- ,-선택사항-     ,3000,18000,40,400,0,36,18000,400,133,1.8,2.2,3.2,14688,14688,14688,1368,1224,1007,10020,8292,5688,835,691,474,55,46,31
81,81,서울 종로구 숭인동,195, 20 개, 20 개,00 대,6천 만원,300, 별도 ,1억5천,-선택사항- ,-선택사항-     ,6000,15000,20,300,0,42,15000,300,66,2.9,3.6,5.6,8568,8568,8568,798,714,588,5184,4176,2664,432,348,222,34,27,17
82,82,서울 서대문구 창천동,238.78, 37 개, 37 개,00 대,3천6백 만원,495, 무 ,2억,-선택사항- ,-선택사항-     ,3600,20000,37,495,0,39,20000,495,123,2.2,2.7,4.3,14712,14712,14712,1370,1226,1010,9024,7296,4704,752,608,392,45,36,23
83,83,서울 서초구 00동,403.3, 50 개,  개,00 대,8500 만원,540,50,23,-선택사항- ,-선택사항-     ,8500,23000,50,540,50,45,23000,590,166,1.4,1.7,2.3,22944,22944,22944,2137,1912,1575,16572,13872,9828,1381,1156,819,72,60,42
84,84,서울 영등포구 영등포동,390, 40 개, 13 개,1 대,2500 만원,190,30,합1억7500,-선택사항- ,-선택사항-     ,2500,17500,40,190,30,38,17500,220,133,1.3,1.6,2.1,15504,15504,15504,1444,1292,1064,13092,11268,8532,1091,939,711,74,64,48
85,85,서울 동작구 노량진동,420, 큰24 개, 원24 개,1 대,8천 만원,280,30,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,30,38,24000,310,80,4.2,5.2,8.1,9300,9300,9300,866,775,638,5712,4620,2976,476,385,248,23,19,12
86,86,서울 강남구 서초동,390, 40 개, 원25 개,1 대,6천 만원,490,50,합1억9500,-선택사항- ,-선택사항-     ,6000,19500,40,490,50,48,19500,540,133,1.4,1.7,2.4,19584,19584,19584,1824,1632,1344,13812,11508,8052,1151,959,671,70,59,41
87,87,서울 광진구 건대,420, 42 개, 원42 개,1 대,4천 만원,475,60,합3억2천,-선택사항- ,-선택사항-     ,4000,32000,42,475,60,39,32000,535,140,3,3.7,5.7,16704,16704,16704,1556,1392,1146,10572,8604,5652,881,717,471,33,26,17
88,88,서울 중구 명동,330, 30 개, 30 개,00 대,3 만원,220,30,합2억7천,-선택사항- ,-선택사항-     ,3,27000,30,220,30,41,27000,250,100,2.8,3.2,4.4,12540,12540,12540,1168,1045,861,9816,8340,6132,818,695,511,36,30,22
89,89,서울 동작구 00동,200, 33 개,  개,00 대,6000 만원,300, 없음 ,36000,-선택사항- ,-선택사항-     ,6000,36000,33,300,0,38,36000,300,110,3.8,4.6,6.4,12780,12780,12780,1191,1065,877,9372,7860,5604,781,655,467,26,21,15
90,90,서울 강남구 00동,470, 52 개,  개,1 대,1억 만원,500,0,2억2천,-선택사항- ,-선택사항-     ,10000,22000,52,500,0,48,22000,500,173,1.1,1.3,1.7,25452,25452,25452,2371,2121,1747,20376,17376,12888,1698,1448,1074,92,78,58
91,91,서울 동작구 00동,465.3, 77 개,  개,00 대,5000 만원,460,0,29000,-선택사항- ,-선택사항-     ,5000,29000,77,460,0,38,29000,460,256,1.2,1.4,1.8,29844,29844,29844,2779,2487,2048,24756,21252,15984,2063,1771,1332,85,73,55
92,92,서울 동작구 00,330, 32 개, 32 개,1 대,4000 만원,340,0,2억2천,-선택사항- ,-선택사항-     ,4000,22000,32,340,0,38,22000,340,106,2.6,3.1,4.5,12396,12396,12396,1155,1033,851,8508,7044,4860,709,587,405,38,32,22
93,93,서울 강동구 00동,360, 50 개, 0 개,00 대,5000 만원,470,0,1억8000,-선택사항- ,-선택사항-     ,5000,18000,50,470,0,38,18000,470,166,1.3,1.5,2.2,19380,19380,19380,1805,1615,1330,14028,11748,8328,1169,979,694,77,65,46
94,94,서울 종로구 숭인동,235.14, 20 개, 20 개,X 대,6천 만원,330, 40만원 ,1억6천5백,-선택사항- ,-선택사항-     ,6000,16500,20,330,40,42,16500,370,66,3.8,4.9,9,8568,8568,8568,798,714,588,4344,3336,1824,362,278,152,26,20,11
95,95,서울 성북구 삼선동,102.35, 35 개, 5 개,X 대,4천 만원,250, 없음 ,8천,-선택사항- ,-선택사항-     ,4000,8000,35,250,0,37,8000,250,116,0.8,0.9,1.2,13200,13200,13200,1230,1100,906,10368,8808,6480,864,734,540,129,110,81
96,96,서울 종로구 00동,270, 33 개,  개,00 대,3000 만원,230,0,8000,-선택사항- ,-선택사항-     ,3000,8000,33,230,0,42,8000,230,110,0.7,0.8,1.1,14136,14136,14136,1316,1178,970,11712,10056,7560,976,838,630,146,125,94
97,97,서울 강북구 수유동,228.53, 23 개, 23 개,X 대,4천 만원,200, 없음 ,2억2천,-선택사항- ,-선택사항-     ,4000,22000,23,200,0,35,22000,200,76,3.8,4.5,6.4,8208,8208,8208,764,684,563,5856,4896,3444,488,408,287,26,22,15
98,98,서울 송파구 00동,0, 40 개,  개,00 대,3000 만원,180,0,9000,-선택사항- ,-선택사항-     ,3000,9000,40,180,0,42,9000,180,133,0.6,0.7,0.9,17136,17136,17136,1596,1428,1176,15396,13380,10356,1283,1115,863,171,148,115
99,99,서울 동작구 노량진동,122.5, 39 개, 39 개,X 대,5천 만원,460, 없음 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,39,460,0,38,27000,460,130,2.8,3.4,5,15108,15108,15108,1407,1259,1037,9804,8028,5364,817,669,447,36,29,19
100,100,서울 영등포구 00동,380, 57 개,  개,00 대,5000 만원,385,0,14000,-선택사항- ,-선택사항-     ,5000,14000,57,385,0,38,14000,385,190,0.8,0.9,1.2,22092,22092,22092,2057,1841,1516,17784,15192,11292,1482,1266,941,127,108,80
101,101,서울 동대문구 청량리동,143.64, 22 개, 3 개,X 대,2천 만원,165, 없음 ,5천,-선택사항- ,-선택사항-     ,2000,5000,22,165,0,37,5000,165,73,0.8,0.9,1.3,8292,8292,8292,773,691,569,6420,5436,3972,535,453,331,128,108,79
102,102,서울 동작구 00동,575.5, 50 개,  개,00 대,5000 만원,370,0,11500,-선택사항- ,-선택사항-     ,5000,11500,50,370,0,38,11500,370,166,0.8,0.9,1.2,19380,19380,19380,1805,1615,1330,15228,12948,9528,1269,1079,794,132,112,82
103,103,서울 중구 00동,284, 45 개,  개,00 대,4400 만원,320,0,10000,-선택사항- ,-선택사항-     ,4400,10000,45,320,0,41,10000,320,150,0.7,0.8,1,18816,18816,18816,1752,1568,1291,15384,13176,9852,1282,1098,821,153,131,98
104,104,서울 노원구 00동,283,  개,  개,00 대,5000 만원,300,10,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10,36,5000,310,100,0.7,0.8,1.2,11016,11016,11016,1026,918,756,7392,6096,4152,616,508,346,147,121,83
105,105,서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,510,110,3.1,3.9,6.8,12780,12780,12780,1191,1065,877,6852,5340,3084,571,445,257,32,25,14
106,106,서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,550,116,3.9,5,8.8,13560,13560,13560,1263,1130,930,7164,5568,3168,597,464,264,25,19,11
107,107,서울 동대문구 00동,80평 ,  개,  개,00 대,2000 만원,300,0,15000,-선택사항- ,-선택사항-     ,2000,15000,0,300,0,37,15000,300,100,1.9,2.3,3.3,11316,11316,11316,1054,943,777,7848,6516,4524,654,543,377,52,43,30
108,108,서울 광진구 00동,190평 ,  개,  개,00 대,5억 만원,600,0,8억,-선택사항- ,-선택사항-     ,50000,80000,0,600,0,39,80000,600,100,16.2,22.7,56,11928,11928,11928,1111,994,819,4932,3528,1428,411,294,119,6,4,1
109,109,서울 금천구 00동,100평 ,  개,  개,00 대,5000 만원,240,0,13000,-선택사항- ,-선택사항-     ,5000,13000,0,240,0,38,13000,240,100,1.5,1.7,2.4,11628,11628,11628,1083,969,798,8916,7548,5496,743,629,458,68,58,42
