,Unnamed: 0,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
1980,1980,서울 강동구 00동,240, 28 개,  개,00 대,3000 만원,264,0,16000,-선택사항- ,-선택사항-     ,3000,16000,28,264,0,38,16000,264,93,2,2.4,3.4,10848,10848,10848,1010,904,744,7836,6564,4644,653,547,387,48,41,29
1981,1981,서울 성북구 00동,594.18, 상담 개,  개,00 대,7500 만원,450,0,27000,-선택사항- ,-선택사항-     ,7500,27000,0,450,0,37,27000,450,100,4.5,5.7,9.9,11316,11316,11316,1054,943,777,6048,4716,2724,504,393,227,22,17,10
1982,1982,서울 서초구 00동,393.75,  개,  개,00 대,6000 만원,578,0,19000,-선택사항- ,-선택사항-     ,6000,19000,0,578,0,45,19000,578,100,2.6,3.4,6,13764,13764,13764,1282,1147,944,7248,5628,3192,604,469,266,38,29,16
1983,1983,서울 동작구 00동,280, 45 개,  개,00 대,10000 만원,300,0,28000,-선택사항- ,-선택사항-     ,10000,28000,45,300,0,38,28000,300,150,2,2.3,3.1,17436,17436,17436,1624,1453,1197,14088,12036,8964,1174,1003,747,50,42,32
1984,1984,서울 동작구 00동,320, 50 개,  개,00 대,5000 만원,350,0,13000,-선택사항- ,-선택사항-     ,5000,13000,50,350,0,38,13000,350,166,0.8,1,1.3,19380,19380,19380,1805,1615,1330,15468,13188,9768,1289,1099,814,118,101,75
1985,1985,서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30,37,30000,500,126,3.5,4.4,7,14340,14340,14340,1335,1195,984,8508,6828,4296,709,569,358,28,22,14
1986,1986,서울 동대문구 00동,509, 44 개, 44 개,00 대,4천 만원,440,30,3억5천,-선택사항- ,-선택사항-     ,4000,35000,44,440,30,37,35000,470,146,3.1,3.8,5.6,16596,16596,16596,1546,1383,1139,11160,9204,6276,930,767,523,31,26,17
1987,1987,서울 광진구 00동,376, 40 개, 40 개,00 대,4천 만원,480,50,3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,480,50,39,34000,530,133,3.5,4.3,6.6,15912,15912,15912,1482,1326,1092,9828,7956,5148,819,663,429,28,23,15
1988,1988,서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0,38,28000,290,106,3.1,3.7,5.1,12396,12396,12396,1155,1033,851,9108,7644,5460,759,637,455,32,27,19
1989,1989,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
1990,1990,서울 성동구 한양대,300, 30 개, 8 개,1 대,2천 만원,160,20,합1억6천,-선택사항- ,-선택사항-     ,2000,16000,30,160,20,38,16000,180,100,1.7,1.9,2.6,11628,11628,11628,1083,969,798,9636,8268,6216,803,689,518,60,51,38
1991,1991,서울 광진구 00동,360, 43 개, 0 개,00 대,5000 만원,550, 별도 ,3억3000,-선택사항- ,-선택사항-     ,5000,33000,43,550,0,39,33000,550,143,3.1,3.8,5.7,17100,17100,17100,1593,1425,1173,10800,8784,5760,900,732,480,32,26,17
1992,1992,서울 중랑구 00동,270, 32 개, 0 개,00 대,4000 만원,240,0,8000,-선택사항- ,-선택사항-     ,4000,8000,32,240,0,32,8000,240,106,1.1,1.3,1.8,10440,10440,10440,972,870,716,7512,6288,4440,626,524,370,93,78,55
1993,1993,서울 양천구 목동,310.5, 34 개, 25 개,5 대,9천 만원,360, 100만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,34,360,100,35,20000,460,113,3,3.8,6.4,12132,12132,12132,1130,1011,833,6684,5256,3120,557,438,260,33,26,15
1994,1994,서울 서초구 서초동,151.2, 34 개, 25 개,X 대,5천 만원,422, 포함 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,422,0,45,27000,422,113,2.5,2.9,4.2,15600,15600,15600,1453,1300,1071,11016,9180,6432,918,765,536,40,34,23
1995,1995,서울 동작구 00동,60, 23 개,  개,00 대,5000 만원,200,0,10000,-선택사항- ,-선택사항-     ,5000,10000,23,200,0,38,10000,200,76,1.5,1.8,2.5,8904,8904,8904,830,742,611,6648,5592,4020,554,466,335,66,55,40
1996,1996,서울 동작구 00동,고시원 ,  개,  개,00 대,1억 만원,700,0,1억6000,-선택사항- ,-선택사항-     ,10000,16000,0,700,0,38,16000,700,100,4.7,7.9,-666.7,11628,11628,11628,1083,969,798,3396,2028,-24,283,169,-2,21,12,0
1997,1997,서울 서초구 서초동,405.25, 40 개, 26 개,00 대,6000 만원,575,0,2억1천,-선택사항- ,-선택사항-     ,6000,21000,40,575,0,45,21000,575,133,1.7,2.1,3.2,18360,18360,18360,1710,1530,1260,12024,9864,6624,1002,822,552,57,46,31
1998,1998,서울 영등포구 00동,270, 46 개,  개,00 대,5000 만원,450,0,6000,-선택사항- ,-선택사항-     ,5000,6000,46,450,0,38,6000,450,153,0.5,0.6,0.8,17820,17820,17820,1660,1485,1223,12684,10584,7440,1057,882,620,211,176,124
1999,1999,서울 서초구 00동,400, 40 개,  개,00 대,6천 만원,530,0,1억9천,-선택사항- ,-선택사항-     ,6000,19000,40,530,0,45,19000,530,133,1.5,1.8,2.7,18360,18360,18360,1710,1530,1260,12564,10404,7164,1047,867,597,66,54,37
2000,2000,서울 성북구 00동,299, 36 개,  개,00 대,2천 만원,290,0,1억4천,-선택사항- ,-선택사항-     ,2000,14000,36,290,0,37,14000,290,120,1.4,1.6,2.2,13584,13584,13584,1265,1132,932,10260,8664,6264,855,722,522,73,61,44
2001,2001,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23
2002,2002,서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,19500,-선택사항- ,-선택사항-     ,4000,19500,36,450,0,33,19500,450,120,2.9,3.7,6.2,12108,12108,12108,1128,1009,831,6696,5268,3132,558,439,261,34,27,16
2003,2003,서울 강남구 역삼동,288.58, 28 개, 28 개,불가 대,6000 만원,550, 없음 ,2억7천,-선택사항- ,-선택사항-     ,6000,27000,28,550,0,48,27000,550,93,3.6,4.5,7.6,13704,13704,13704,1276,1142,940,7596,5988,3564,633,499,297,28,22,13
2004,2004,서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,합7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30,48,7900,325,133,0.5,0.6,0.7,19584,19584,19584,1824,1632,1344,16392,14088,10632,1366,1174,886,207,178,134
2005,2005,서울 송파구 잠실동,300, 38 개, 30 개,불가 대,7000 만원,450, 없음 ,2억,-선택사항- ,-선택사항-     ,7000,20000,38,450,0,42,20000,450,126,1.8,2.1,3.1,16272,16272,16272,1516,1356,1117,11280,9360,6492,940,780,541,56,46,32
2006,2006,서울 송파구 양재대로,429.78, 21 개, 21 개,불가 대,1억 만원,610, 없음 ,3억1천,-선택사항- ,-선택사항-     ,10000,31000,21,610,0,42,31000,610,70,16.5,37.4,-41,8988,8988,8988,837,749,617,1884,828,-756,157,69,-63,6,2,-2
2007,2007,서울 동작구 00동,430, 36 개, 36 개,00 대,5000 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,5000,23000,36,400,0,38,23000,400,120,2.5,3,4.4,13944,13944,13944,1299,1162,957,9348,7704,5244,779,642,437,40,33,22
2008,2008,서울 동대문구 이문동,295.2, 37 개, 9 개,불가 대,4000 만원,360,120,1억4천,-선택사항- ,-선택사항-     ,4000,14000,37,360,120,37,14000,480,123,1.7,2.1,3.3,13956,13956,13956,1300,1163,958,8364,6720,4260,697,560,355,59,48,30
2009,2009,서울 서초구 서초동,404, 50 개, 27 개,불가 대,8500 만원,520,46,2억4천,-선택사항- ,-선택사항-     ,8500,24000,50,520,46,45,24000,566,166,1.4,1.7,2.4,22944,22944,22944,2137,1912,1575,16860,14160,10116,1405,1180,843,70,59,42
2010,2010,서울 구로구 00동,285, 24 개,  개,00 대,2000 만원,150,0,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0,36,2000,150,80,0.3,0.3,0.4,8808,8808,8808,820,734,604,7080,6048,4488,590,504,374,354,302,224
2011,2011,서울 성동구 도선동,. ,  개,  개,00 대,5000 만원,210,0,12000,-선택사항- ,-선택사항-     ,5000,12000,0,210,0,38,12000,210,100,1.3,1.5,2,11628,11628,11628,1083,969,798,9276,7908,5856,773,659,488,77,65,48
2012,2012,서울 금천구 00동,280, 30 개, 16 개,00 대,2000 만원,220,30,1억3000,-선택사항- ,-선택사항-     ,2000,13000,30,220,30,38,13000,250,100,1.5,1.8,2.4,11628,11628,11628,1083,969,798,8796,7428,5376,733,619,448,67,57,41
2013,2013,서울 관악구 00동,240, 29 개,  개,00 대,4000 만원,240,30,6500,-선택사항- ,-선택사항-     ,4000,6500,29,240,30,33,6500,270,96,1,1.2,1.8,9756,9756,9756,909,813,669,6516,5364,3636,543,447,303,100,82,55
2014,2014,서울 구로구 00동,520, 67 개, 40 개,00 대,6500 만원,650,0,2억7000,-선택사항- ,-선택사항-     ,6500,27000,67,650,0,36,27000,650,223,1.6,1.9,2.8,24600,24600,24600,2291,2050,1688,17016,14124,9780,1418,1177,815,63,52,36
2015,2015,서울 서초구 00동,약 200평 ,  개,  개,00 대,10000 만원,900,0,43000,-선택사항- ,-선택사항-     ,10000,43000,0,900,0,45,43000,900,100,12.7,24.4,-64,13764,13764,13764,1282,1147,944,3384,1764,-672,282,147,-56,7,4,-1
2016,2016,서울 강남구 00동,약 200평 ,  개,  개,00 대,740 만원,10000,0,41000,-선택사항- ,-선택사항-     ,740,41000,0,10000,0,48,41000,10000,100,-0.4,-0.4,-0.4,14688,14688,14688,1368,1224,1007,-104784,-106512,-109116,-8732,-8876,-9093,-255,-259,-266
2017,2017,서울 서대문구 00동,398, 42 개,  개,00 대, 만원,600,70,2억3천,-선택사항- ,-선택사항-     ,0,23000,42,600,70,39,23000,670,140,2.6,3.3,5.7,16704,16704,16704,1556,1392,1146,8952,6984,4032,746,582,336,38,30,17
2018,2018,서울 동대문구 00동,173, 21 개,  개,00 대, 만원,205,17,1억,-선택사항- ,-선택사항-     ,0,10000,21,205,17,37,10000,222,70,1.9,2.3,3.3,7920,7920,7920,738,660,543,5352,4416,3012,446,368,251,53,44,30
2019,2019,서울 종로구 00,384.45, 56 개, 40 개,1 대,9000 만원,580, 별도 ,2억,-선택사항- ,-선택사항-     ,9000,20000,56,580,0,42,20000,580,186,1.1,1.4,1.9,23988,23988,23988,2234,1999,1646,17616,14796,10560,1468,1233,880,88,73,52
2020,2020,서울 구로구 00동,500,  개,  개,00 대,7000 만원,450, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0,36,13000,450,100,2.3,2.9,5.3,11016,11016,11016,1026,918,756,5712,4416,2472,476,368,206,43,33,19
2021,2021,서울 영등포구 00동,500,  개,  개,00 대,6000 만원,400, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,6000,13000,0,400,0,38,13000,400,100,1.9,2.3,3.6,11628,11628,11628,1083,969,798,6996,5628,3576,583,469,298,53,43,27
2022,2022,서울 중랑구 00동,100,  개,  개,00 대,7500 만원,405,0,17000,-선택사항- ,-선택사항-     ,7500,17000,0,405,0,32,17000,405,100,3.5,4.6,8.5,9792,9792,9792,912,816,672,4884,3732,2004,407,311,167,28,21,11
2023,2023,서울 영등포구 00동,268.8, 31 개, 24 개,없음 대,4000 만원,280,35,21000,-선택사항- ,-선택사항-     ,4000,21000,31,280,35,38,21000,315,103,2.5,3,4.3,12012,12012,12012,1119,1001,824,8412,6996,4872,701,583,406,40,33,23
2024,2024,서울 송파구 00동,510.94, 64 개, 25 개,5 대,9500 만원,600, 없음 ,19000,-선택사항- ,-선택사항-     ,9500,19000,64,600,0,42,19000,600,213,0.9,1.1,1.5,27408,27408,27408,2553,2284,1881,20880,17652,12816,1740,1471,1068,109,92,67
2025,2025,서울 송파구 00동,429.78, 21 개, 21 개,1 대,1억 만원,500,60,31000,-선택사항- ,-선택사항-     ,10000,31000,21,500,60,42,31000,560,70,12.5,21.7,-198.7,8988,8988,8988,837,749,617,2484,1428,-156,207,119,-13,8,4,0
2026,2026,서울 중랑구 00동,231, 32 개,  개,00 대,2500 만원,255,434500,5500,-선택사항- ,-선택사항-     ,2500,5500,32,255,434500,32,5500,434755,106,0,0,0,10440,10440,10440,972,870,716,-5206668,-5207892,-5209740,-433889,-433991,-434145,-94666,-94688,-94722
2027,2027,서울 강남구 00동,45평 ,  개,  개,00 대,3000 만원,260,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,260,0,48,8000,260,100,0.7,0.8,1,14688,14688,14688,1368,1224,1007,12096,10368,7764,1008,864,647,151,129,97
2028,2028,서울 성동구 한양대역,440, 42 개, 42 개,1 대,4천 만원,47,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,47,66,38,34000,113,140,2.2,2.6,3.3,16272,16272,16272,1516,1356,1117,15156,13236,10368,1263,1103,864,44,38,30
2029,2029,서울 구로구 00동,300, 큰방2 개, 0 개,1 대,2천 만원,150,0,권리금,-선택사항- ,-선택사항-     ,2000,0,2,150,0,36,0,150,6,2.2,2.6,3.3,732,732,732,68,61,50,-1056,-1140,-1272,-88,-95,-106,44,38,30
2030,2030,서울 강남구 00동,155.89, 13 개,  개,00 대,3000 만원,260, 없음 ,8000,-선택사항- ,-선택사항-     ,3000,8000,13,260,0,48,8000,260,43,2.3,2.9,5,6360,6360,6360,592,530,436,3468,2724,1596,289,227,133,43,34,19
2031,2031,서울 강남구 00동,155.89, 13 개,  개,00 대,3000 만원,260,100,8000,-선택사항- ,-선택사항-     ,3000,8000,13,260,100,48,8000,360,43,3.5,5.2,20.2,6360,6360,6360,592,530,436,2268,1524,396,189,127,33,28,19,4
2032,2032,서울 강남구 강남구,128평 ,  개,  개,00 대,1억 만원,950,0,4억,-선택사항- ,-선택사항-     ,10000,40000,0,950,0,48,40000,950,100,10.5,19.2,-77.5,14688,14688,14688,1368,1224,1007,3816,2088,-516,318,174,-43,9,5,-1
2033,2033,서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30,37,30000,500,126,3.5,4.4,7,14340,14340,14340,1335,1195,984,8508,6828,4296,709,569,358,28,22,14
2034,2034,서울 노원구 00동,344.28, 42 개,  개,00 대,5500 만원,390, 37만원 ,7500,-선택사항- ,-선택사항-     ,5500,7500,42,390,37,36,7500,427,140,0.7,0.9,1.3,15420,15420,15420,1436,1285,1058,10428,8616,5892,869,718,491,139,114,78
2035,2035,서울 구로구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,300,96,3.6,4.4,6.5,10644,10644,10644,991,887,730,7140,5892,4008,595,491,334,27,22,15
2036,2036,서울 서대문구 창천동,202.6, 33 개, 4 개,00 대,4000 만원,308,0,1억3천300,-선택사항- ,-선택사항-     ,4000,13300,33,308,0,39,13300,308,110,1.4,1.6,2.3,13116,13116,13116,1222,1093,900,9648,8100,5784,804,675,482,72,60,43
2037,2037,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
2038,2038,서울 구로구 00동,562, 67 개, 40 개,00 대,6천 만원,600,50,2억6천5백,-선택사항- ,-선택사항-     ,6000,26500,67,600,50,36,26500,650,223,1.6,1.9,2.7,24600,24600,24600,2291,2050,1688,17016,14124,9780,1418,1177,815,64,53,36
2039,2039,서울 관악구 봉천동,254.6, 35 개, 35 개,2 대,3천 만원,390, 포함 ,1억8천,-선택사항- ,-선택사항-     ,3000,18000,35,390,0,33,18000,390,116,2.5,3.2,5,11772,11772,11772,1097,981,808,7092,5700,3624,591,475,302,39,31,20
2040,2040,서울 송파구 가락동,118.83, 26 개, 15 개,3 대,4천 만원,320, 23만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,26,320,23,42,14000,343,86,1.9,2.3,3.5,11136,11136,11136,1037,928,764,7296,5988,4020,608,499,335,52,42,28
2041,2041,서울 영등포구 00동,299.53, 29 개,  개,00 대,4천 만원,420,0,2억2천,5호선 영등포구청역,-선택사항-     ,4000,22000,29,420,0,38,22000,420,96,3.5,4.4,7.2,11232,11232,11232,1046,936,771,6360,5040,3060,530,420,255,28,22,13
2042,2042,서울 동작구 00동,270,  개,  개,00 대,4000 만원,490, 사용량에 따라 부과 ,2억4000,-선택사항- ,-선택사항-     ,4000,24000,0,490,0,38,24000,490,100,4.1,5.3,9.6,11628,11628,11628,1083,969,798,5916,4548,2496,493,379,208,24,18,10
2043,2043,서울 동대문구 00동,368,  개,  개,00 대,5000 만원,550, 사용량에 따라 부과 ,3억1000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0,37,31000,550,100,6.4,8.8,20.3,11316,11316,11316,1054,943,777,4848,3516,1524,404,293,127,15,11,4
2044,2044,서울 동작구 00동,60, 23 개,  개,00 대,5000 만원,200,0,10000,-선택사항- ,-선택사항-     ,5000,10000,23,200,0,38,10000,200,76,1.5,1.8,2.5,8904,8904,8904,830,742,611,6648,5592,4020,554,466,335,66,55,40
2045,2045,서울 성동구 00동,고시원 ,  개,  개,00 대,5000 만원,  ,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,0,0,38,12000,0,100,1,1.2,1.4,11628,11628,11628,1083,969,798,11796,10428,8376,983,869,698,98,86,69
2046,2046,서울 금천구 가산동,300, 46 개, 0 개,1 대,4천 만원,275, 20수도료 ,합5500,-선택사항- ,-선택사항-     ,4000,5500,46,275,20,38,5500,295,153,0.4,0.4,0.6,17820,17820,17820,1660,1485,1223,14544,12444,9300,1212,1037,775,264,226,169
2047,2047,서울 양천구 양천동,300, 40 개, 14 개,1 대,3천 만원,370,0,합1억4천,-선택사항- ,-선택사항-     ,3000,14000,40,370,0,35,14000,370,133,1.4,1.7,2.5,14280,14280,14280,1330,1190,979,9924,8244,5712,827,687,476,70,58,40
2048,2048,서울 구로구 00동,166.65, 27 개, 12 개,00 대,5천 만원,360, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0,36,10000,360,90,1.8,2.2,3.6,9912,9912,9912,923,826,680,5676,4512,2760,473,376,230,56,45,27
2049,2049,서울 동대문구 청량리동,440, 39 개, 39 개,00 대,5천 만원,480,20,합3억,-선택사항- ,-선택사항-     ,5000,30000,39,480,20,37,30000,500,130,3.4,4.2,6.6,14712,14712,14712,1370,1226,1010,8880,7152,4560,740,596,380,29,23,15
2050,2050,서울 노원구 00동,350, 40 개,  개,00 대,7000 만원,465,0,24000,-선택사항- ,-선택사항-     ,7000,24000,40,465,0,36,24000,465,133,2.6,3.2,4.9,14688,14688,14688,1368,1224,1007,9240,7512,4908,770,626,409,38,31,20
2051,2051,서울 영등포구 00동,400,  개,  개,00 대,3000 만원,240, 사용량에 따라 부과 ,1억2000,-선택사항- ,-선택사항-     ,3000,12000,0,240,0,38,12000,240,100,1.3,1.6,2.2,11628,11628,11628,1083,969,798,8916,7548,5496,743,629,458,74,62,45
2052,2052,서울 종로구 00동,400, 52 개, 42 개,1 대,8500 만원,600,40,19500,-선택사항- ,-선택사항-     ,8500,19500,52,600,40,42,19500,640,173,1.3,1.6,2.3,22272,22272,22272,2074,1856,1528,15132,12516,8580,1261,1043,715,77,64,44
2053,2053,서울 동작구 00동,220, 33 개,  개,00 대,3000 만원,220,0,6500,-선택사항- ,-선택사항-     ,3000,6500,33,220,0,38,6500,220,110,0.6,0.7,1,12780,12780,12780,1191,1065,877,10332,8820,6564,861,735,547,158,135,100
2054,2054,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23
2055,2055,서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,380,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,380,0,38,15000,380,116,1.6,2,2.9,13560,13560,13560,1263,1130,930,9204,7608,5208,767,634,434,61,50,34
2056,2056,서울 강남구 00동,약 100평 ,  개,  개,00 대,6000 만원,450,0,21000,-선택사항- ,-선택사항-     ,6000,21000,0,450,0,48,21000,450,100,2.1,2.6,3.8,14688,14688,14688,1368,1224,1007,9816,8088,5484,818,674,457,46,38,26
2057,2057,서울 강남구 00동,약 100평 ,  개,  개,00 대,4000 만원,250,0,6000,-선택사항- ,-선택사항-     ,4000,6000,0,250,0,48,6000,250,100,0.5,0.6,0.8,14688,14688,14688,1368,1224,1007,12216,10488,7884,1018,874,657,203,174,131
2058,2058,서울 서초구 00동,약200평 , 50 개,  개,00 대,8500 만원,520,0,24000,-선택사항- ,-선택사항-     ,8500,24000,50,520,0,45,24000,520,166,1.4,1.6,2.2,22944,22944,22944,2137,1912,1575,17412,14712,10668,1451,1226,889,72,61,44
2059,2059,서울 종로구 00,243.83, 40 개, 3 개,00 대,3000 만원,300,0,5천,-선택사항- ,-선택사항-     ,3000,5000,40,300,0,42,5000,300,133,0.4,0.4,0.6,17136,17136,17136,1596,1428,1176,13956,11940,8916,1163,995,743,279,238,178
2060,2060,서울 서초구 00동,393, 40 개,  개,없음 대,6000 만원,578, 없음 ,19000,-선택사항- ,-선택사항-     ,6000,19000,40,578,0,45,19000,578,133,1.6,1.9,2.9,18360,18360,18360,1710,1530,1260,11988,9828,6588,999,819,549,63,51,34
2061,2061,서울 종로구 00동,올원룸 ,  개,  개,00 대,1억 만원,429,0,1억9000,-선택사항- ,-선택사항-     ,10000,19000,0,429,0,42,19000,429,100,2.4,2.9,4.5,12852,12852,12852,1197,1071,882,8016,6504,4236,668,542,353,42,34,22
2062,2062,서울 종로구 00동,역세권 ,  개,  개,00 대,3000 만원,200,0,1억1000,-선택사항- ,-선택사항-     ,3000,11000,0,200,0,42,11000,200,100,1,1.2,1.6,12852,12852,12852,1197,1071,882,10764,9252,6984,897,771,582,97,84,63
2063,2063,서울 강동구 00동,276.6, 37 개, 3 개,1 대,2500 만원,240,0,8천,-선택사항- ,-선택사항-     ,2500,8000,37,240,0,38,8000,240,123,0.7,0.8,1.1,14340,14340,14340,1335,1195,984,11664,9984,7452,972,832,621,145,124,93
2064,2064,서울 강동구 성내동,176.22, 35 개, 35 개,1 대,5천 만원,605, 포함 ,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0,38,30000,605,116,4.6,6.1,12,13560,13560,13560,1263,1130,930,6504,4908,2508,542,409,209,21,16,8
2065,2065,서울 성북구 00동,471.33,  개,  개,00 대,7500 만원,490,0,2700,-선택사항- ,-선택사항-     ,7500,2700,0,490,0,37,2700,490,100,0.5,0.6,1.2,11316,11316,11316,1054,943,777,5568,4236,2244,464,353,187,206,156,83
2066,2066,서울 노원구 00동,397.11, 67 개, 4 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0,36,12000,450,223,0.6,0.7,1,24600,24600,24600,2291,2050,1688,19416,16524,12180,1618,1377,1015,161,137,101
2067,2067,서울 노원구 상계동,261.61, 52 개, 28 개,4 대,6천 만원,680, 없음 ,2억2천,-선택사항- ,-선택사항-     ,6000,22000,52,680,0,36,22000,680,173,2,2.5,4,19092,19092,19092,1778,1591,1310,11100,8856,5484,925,738,457,50,40,24
2068,2068,서울 관악구 00동,352, 47 개,  개,00 대,3천5백 만원,320,30,1억6천5백,-선택사항- ,-선택사항-     ,3500,16500,47,320,30,33,16500,350,156,1.4,1.7,2.4,15816,15816,15816,1473,1318,1085,11604,9744,6948,967,812,579,70,59,42
2069,2069,서울 영등포구 00동,418, 40 개, 40 개,00 대,4천 만원,490,50,3억2천,-선택사항- ,-선택사항-     ,4000,32000,40,490,50,38,32000,540,133,3.5,4.3,6.8,15504,15504,15504,1444,1292,1064,9252,7428,4692,771,619,391,28,23,14
2070,2070,서울 중구 00동,406, 42 개, 42 개,00 대,5천 만원,580,50,3억4천,-선택사항- ,-선택사항-     ,5000,34000,42,580,50,41,34000,630,140,3.3,4.1,6.5,17556,17556,17556,1635,1463,1205,10380,8316,5220,865,693,435,30,24,15
2071,2071,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11
2072,2072,서울 구로구 00동,330, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,300,96,3.6,4.4,6.5,10644,10644,10644,991,887,730,7140,5892,4008,595,491,334,27,22,15
2073,2073,서울 노원구 00동,387.6,  개,  개,00 대, 만원,450,0,합,-선택사항- ,-선택사항-     ,0,0,0,450,0,36,0,450,100,3.6,4.4,6.5,11016,11016,11016,1026,918,756,5712,4416,2472,476,368,206,27,22,15
2074,2074,서울 구로구 오류동,280.14, 24 개, 2 개,00 대,2000 만원,150,0,4000,-선택사항- ,-선택사항-     ,2000,4000,24,150,0,36,4000,150,80,0.6,0.7,0.9,8808,8808,8808,820,734,604,7080,6048,4488,590,504,374,177,151,112
2075,2075,서울 강서구 화곡동,268.82, 39 개, 4 개,00 대,4000 만원,220,0,1억3천,-선택사항- ,-선택사항-     ,4000,13000,39,220,0,34,13000,220,130,1.2,1.4,1.9,13524,13524,13524,1259,1127,928,10908,9324,6936,909,777,578,83,71,53
2076,2076,서울 금천구 독산동,324.12, 50 개, 4 개,00 대,5000 만원,240,0,1억5천,-선택사항- ,-선택사항-     ,5000,15000,50,240,0,38,15000,240,166,0.9,1,1.4,19380,19380,19380,1805,1615,1330,16788,14508,11088,1399,1209,924,111,96,73
2077,2077,서울 영등포구 대림2동,348.94, 34 개, 29 개,00 대,7000 만원,450,15,1억6천,-선택사항- ,-선택사항-     ,7000,16000,34,450,15,38,16000,465,113,2.1,2.6,4.1,13176,13176,13176,1227,1098,904,7788,6240,3912,649,520,326,48,39,24
2078,2078,서울 노원구 00동,360, 30 개, 0 개,가능 대,5000 만원,350,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,30,350,0,36,26000,350,100,3.8,4.6,7.1,11016,11016,11016,1026,918,756,6912,5616,3672,576,468,306,26,21,14
2079,2079,서울 동대문구 00동,360, 38 개, 0 개,00 대,5000 만원,410,0,3억1000,-선택사항- ,-선택사항-     ,5000,31000,38,410,0,37,31000,410,126,3.2,3.9,5.8,14340,14340,14340,1335,1195,984,9588,7908,5376,799,659,448,30,25,17
