연번,상호,업종,법정동 주소
415,태양고시원,고시원업,서울특별시 광진구 중곡동 130-6
416,코델리아,고시원업,서울특별시 광진구 중곡동 166-17
417,자양고시텔,고시원업,서울특별시 광진구 자양동 623-42
418,웰컴고시원,고시원업,서울특별시 광진구 화양동 94-7
419,스토리하우스,고시원업,서울특별시 광진구 구의동 236-31
420,쉼터,고시원업,서울특별시 광진구 구의동 220-52
421,센토레아고시원,고시원업,서울특별시 광진구 구의동 242-40
422,대호아트빌,고시원업,서울특별시 광진구 중곡동 129-43
423,리빙캐슬(중곡점),고시원업,서울특별시 광진구 중곡동 31-38
424,보보레지던스,고시원업,서울특별시 광진구 구의동 641-4
425,미진고시텔,고시원업,서울특별시 광진구 구의동 213-5
426,리빙캐슬(중곡점),고시원업,서울특별시 광진구 중곡동 31-38
427,리빙캐슬 건대점,고시원업,서울특별시 광진구 화양동 44-20
428,다솔하우스,고시원업,서울특별시 광진구 화양동 15-62
429,구의고시원,고시원업,서울특별시 광진구 구의동 224-11
430,금화빌,고시원업,서울특별시 광진구 화양동 32-18
431,원앤윤고시원,고시원업,서울특별시 광진구 화양동 212
432,플러스타운 고시원,고시원업,서울특별시 광진구 자양동 231-22
433,스마트원룸텔,고시원업,서울특별시 광진구 화양동 10-1
434,수정고시원,고시원업,서울특별시 광진구 군자동 476-10
435,건대역원룸텔,고시원업,서울특별시 광진구 화양동 46-3
436,미래고시원,고시원업,서울특별시 광진구 중곡동 173-57
437,심플원룸텔,고시원업,서울특별시 광진구 자양동 24-2
438,청솔고시원,고시원업,서울특별시 광진구 화양동 19-28
439,하이브고시원,고시원업,서울특별시 광진구 구의동 252-106
440,로즈빌고시원,고시원업,서울특별시 광진구 자양동 677-2
441,소호리빙텔,고시원업,서울특별시 광진구 광장동 320-15
442,다라오피스텔,고시원업,서울특별시 광진구 중곡동 648-23
443,순풍고시원,고시원업,서울특별시 광진구 군자동 239
444,동서고시원,고시원업,서울특별시 광진구 구의동 236-48
445,성지고시원,고시원업,서울특별시 광진구 자양동 841-11
446,하이리빙텔,고시원업,서울특별시 광진구 자양동 216-7
447,멀티하우스(건대점),고시원업,서울특별시 광진구 자양동 4-9
448,해연오,고시원업,서울특별시 광진구 자양동 466-13
449,웰빙텔(세종대점),고시원업,서울특별시 광진구 화양동 18-3
450,대성고시원,고시원업,서울특별시 광진구 자양동 223-4
451,골든텔 고시원,고시원업,서울특별시 광진구 자양동 657-5
452,코코레지던스 건대점,고시원업,서울특별시 광진구 자양동 226-38
453,일우고시원,고시원업,서울특별시 광진구 중곡동 129-4
454,럭스빌,고시원업,서울특별시 광진구 구의동 248-28
455,호미플레이스건대점,고시원업,서울특별시 광진구 화양동 3-20
456,쉴하우스(구.쉴리빙텔),고시원업,서울특별시 광진구 자양동 41-9
457,해연고시원,고시원업,서울특별시 광진구 화양동 111-93
458,스타빌,고시원업,서울특별시 광진구 자양동 507-3
459,우리고시텔,고시원업,서울특별시 광진구 중곡동 115-4
460,마이하임고시원,고시원업,서울특별시 광진구 군자동 353-4
461,O2원룸텔,고시원업,서울특별시 광진구 화양동 41-8
462,나이스고시텔,고시원업,서울특별시 광진구 군자동 356-6
463,공원고시원,고시원업,서울특별시 광진구 화양동 105
464,마이홈고시텔,고시원업,서울특별시 광진구 구의동 68-25
465,중곡고시원,고시원업,서울특별시 광진구 중곡동 40-14
466,휴먼빌고시텔,고시원업,서울특별시 광진구 자양동 8-4
467,한울고시원,고시원업,서울특별시 광진구 군자동 48-1
468,성은빌고시원,고시원업,서울특별시 광진구 군자동 474-33
469,아이비고시원,고시원업,서울특별시 광진구 화양동 16-68
470,소호리빙텔,고시원업,서울특별시 광진구 구의동 235-36
471,럭셔리원룸텔,고시원업,서울특별시 광진구 능동 236-10
472,한마음고시텔,고시원업,서울특별시 광진구 화양동 20-25
473,파브원룸텔,고시원업,서울특별시 광진구 중곡동 140-27
474,금환타워고시원,고시원업,서울특별시 광진구 화양동 19-17
475,진하우스(진하우스 리빙텔),고시원업,서울특별시 광진구 광장동 330-3
476,명광고시원,고시원업,서울특별시 광진구 자양동 772-18
477,허브원룸텔(구.허브레지던스),고시원업,서울특별시 광진구 화양동 2-46
478,새강고시원,고시원업,서울특별시 광진구 자양동 775-11
479,자양고시텔,고시원업,서울특별시 광진구 자양동 227-262
480,오성고시원,고시원업,서울특별시 광진구 자양동 13-1
481,심플하우스 구의점,고시원업,서울특별시 광진구 구의동 246-43
482,지용고시원,고시원업,서울특별시 광진구 군자동 346-23
483,이삭고시원,고시원업,서울특별시 광진구 자양동 9-31
484,토브리빙텔,고시원업,서울특별시 광진구 구의동 243-6
485,O2원룸텔,고시원업,서울특별시 광진구 구의동 235-37
486,신원고시원,고시원업,서울특별시 광진구 구의동 252-3
487,로하스리빙텔,고시원업,서울특별시 광진구 구의동 68-31
488,동아리빙텔,고시원업,서울특별시 광진구 중곡동 170-25
489,코코리빙텔구의점,고시원업,서울특별시 광진구 구의동 71-26
490,삼보미진고시텔,고시원업,서울특별시 광진구 구의동 213-5
491,세종원룸텔,고시원업,서울특별시 광진구 군자동 346-22
492,리빙고시텔,고시원업,서울특별시 광진구 화양동 21-1
493,우성고시텔,고시원업,서울특별시 광진구 자양동 578-7
494,코아리빙텔,고시원업,서울특별시 광진구 화양동 111-27
495,힐리빙텔 건대점,고시원업,서울특별시 광진구 화양동 499-1
496,웰빙하우스,고시원업,서울특별시 광진구 화양동 2-45
497,금담고시텔,고시원업,서울특별시 광진구 중곡동 192-19
498,건대원룸텔 라임하우스,고시원업,서울특별시 광진구 자양동 779-12
499,더빌 한양고시원,고시원업,서울특별시 광진구 능동 221-15
500,윤경고시텔,고시원업,서울특별시 광진구 화양동 94-9
501,에스투고시원,고시원업,서울특별시 광진구 군자동 471-13
502,해피하우스,고시원업,서울특별시 광진구 화양동 5-12
503,청솔고시원,고시원업,서울특별시 광진구 자양동 10-45
504,하우스데디베어,고시원업,서울특별시 광진구 자양동 16-18
505,파크뷰하우스,고시원업,서울특별시 광진구 화양동 18-5
506,리틀프랑스고시원,고시원업,서울특별시 광진구 구의동 217-10
507,썬타워,고시원업,서울특별시 광진구 화양동 20-14
508,스카이고시원,고시원업,서울특별시 광진구 구의동 251-166
509,금강고시원,고시원업,서울특별시 광진구 광장동 259-1
510,중곡리빙텔,고시원업,서울특별시 광진구 중곡동 169-53
511,코끼리,고시원업,서울특별시 광진구 화양동 17-20
512,single life,고시원업,서울특별시 광진구 화양동 1-33
513,바롬고시텔,고시원업,서울특별시 광진구 화양동 481-1
514,드림고시텔,고시원업,서울특별시 광진구 구의동 70-3
515,웅지고시원,고시원업,서울특별시 광진구 중곡동 76-13
516,리데하우징,고시원업,서울특별시 광진구 화양동 1-21
517,그린빌원룸텔,고시원업,서울특별시 광진구 자양동 13-4
518,심플하우스,고시원업,서울특별시 광진구 중곡동 638-4
519,샤인빌,고시원업,서울특별시 광진구 화양동 425-1
520,엘리트고시원,고시원업,서울특별시 광진구 화양동 48-4
521,비버하우스,고시원업,서울특별시 광진구 자양동 216-23
522,스테이원룸텔,고시원업,서울특별시 광진구 자양동 224-23
523,아인스원룸텔,고시원업,서울특별시 광진구 자양동 773-9
524,LOTUS FLOWER,고시원업,서울특별시 광진구 화양동 2-22
525,금호고시원,고시원업,서울특별시 광진구 중곡동 191-99
526,진양고시원,고시원업,서울특별시 광진구 구의동 78-3
527,싱글하우스,고시원업,서울특별시 광진구 광장동 246-11
528,코지웰빙텔(광장점),고시원업,서울특별시 광진구 광장동 282-1
529,해피하우스,고시원업,서울특별시 광진구 구의동 252-107
530,베스트빌고시원,고시원업,서울특별시 광진구 화양동 10-2
531,구의리빙텔,고시원업,서울특별시 광진구 구의동 252-34
532,승준고시원,고시원업,서울특별시 광진구 자양동 588-5
533,베스트리빙텔,고시원업,서울특별시 광진구 화양동 11-2
534,군자역 베스트리빙텔,고시원업,서울특별시 광진구 중곡동 140-19
535,천부고시텔,고시원업,서울특별시 광진구 자양동 845-12
536,종호고시원,고시원업,서울특별시 광진구 중곡동 150-160
537,영화고시원,고시원업,서울특별시 광진구 자양동 634-2
538,공원빌고시원,고시원업,서울특별시 광진구 화양동 104
539,송스45,고시원업,서울특별시 광진구 화양동 19-45
540,중곡고시원,고시원업,서울특별시 광진구 중곡동 31-40
541,세종대원룸텔,고시원업,서울특별시 광진구 군자동 103
542,경성고시텔,고시원업,서울특별시 광진구 구의동 246-92
543,김희선 외 1인 고시텔,고시원업,서울특별시 광진구 화양동 19-11
544,파인하우스,고시원업,서울특별시 광진구 자양동 226-6
545,덕우,고시원업,서울특별시 광진구 구의동 246-63
546,해피룸,고시원업,서울특별시 광진구 구의동 246-65
547,코코레지던스,고시원업,서울특별시 광진구 군자동 467-20
548,구의고시텔,고시원업,서울특별시 광진구 구의동 257-126
549,진하우스(진하우스PLUS리빙텔),고시원업,서울특별시 광진구 광장동 330-3
550,이명우고시원,고시원업,서울특별시 광진구 자양동 773-4
551,정석고시원,고시원업,서울특별시 광진구 화양동 18-2
552,능마루하우스,고시원업,서울특별시 광진구 능동 221-19
553,동양고시원,고시원업,서울특별시 광진구 구의동 222-1
554,오투원룸텔,고시원업,서울특별시 광진구 능동 222-4
555,가나안고시원,고시원업,서울특별시 동대문구 이문동 264-255
556,샤인빌,고시원업,서울특별시 동대문구 이문동 264-244
557,성지고시텔,고시원업,서울특별시 동대문구 회기동 60-102
558,"코지텔(구,일광고시텔)",고시원업,서울특별시 동대문구 휘경동 286-159
559,코코리빙텔,고시원업,서울특별시 동대문구 제기동 137-153
560,청량리타운,고시원업,서울특별시 동대문구 청량리동 778
561,큰뜻고시원,고시원업,서울특별시 동대문구 회기동 42-71
562,파인하우스,고시원업,서울특별시 동대문구 휘경동 191-4
563,이삭고시텔,고시원업,서울특별시 동대문구 신설동 98-18
564,신광고시텔,고시원업,서울특별시 동대문구 제기동 348
565,지혜고시원,고시원업,서울특별시 동대문구 제기동 137-332
566,진연고시원,고시원업,서울특별시 동대문구 전농동 152-31
567,멤버스 고시원,고시원업,서울특별시 동대문구 전농동 103-461
568,뉴인터넷고시텔,고시원업,서울특별시 동대문구 휘경동 312-11
569,e편한고시원,고시원업,서울특별시 동대문구 전농동 597-2
570,양지고시원,고시원업,서울특별시 동대문구 장안동 237-7
571,"현대원룸텔(구,현대고시원)",고시원업,서울특별시 동대문구 장안동 294-10
572,블루미니텔,고시원업,서울특별시 동대문구 장안동 423-16
573,C&J고시텔,고시원업,서울특별시 동대문구 이문동 255-188
574,휘경원룸텔(우측),고시원업,서울특별시 동대문구 휘경동 72-7
575,삼성원룸텔,고시원업,서울특별시 동대문구 이문동 264-50
576,광덕고시텔,고시원업,서울특별시 동대문구 장안동 412-4
577,해오름고시원,고시원업,서울특별시 동대문구 회기동 42-21
578,궁전고시원,고시원업,서울특별시 동대문구 장안동 331-2
579,"N마을고시원(엔마을,앤마을)",고시원업,서울특별시 동대문구 회기동 75
580,세계로고시원,고시원업,서울특별시 동대문구 제기동 135-90
581,한빛고시원,고시원업,서울특별시 동대문구 장안동 416-4
